nist_control_id,cmmc_l2_control_id,nist_family_code,nist_family_full_name,control_title,sprs_weight_1_3_5,sprs_family_per_dod_table,control_bin_pure_technical_pure_governance_hybrid_technical_hybrid_governance,is_hybrid_bin_yes_no,likely_na_boundary_questionnaire_yes_no,os_evidence_lane_collect_cui_evidence_v2_yes_no,os_support_level_STRONG_PARTIAL_na,os_evidence_files_pipe_separated,os_collector_note,azure_fedramp_pe_inheritance_lane_3_10_1_to_3_10_5_yes_no,azure_entra_seven_ui_lane_yes_no,cloud_lane_classification,governance_document_emphasis_heavy_or_ssp_reference,operational_register_ids_pipe_separated,operational_register_entries_required_yes_no,operational_register_cadence_hints_semicolon_separated,intelligence_disposition,intelligence_evidence_lanes_pipe,intelligence_cadence_type,intelligence_policy_doc_required_yes_no,intelligence_register_required_yes_no,intelligence_register_schema_id,intelligence_c3pao_examiner_note,intelligence_conmon_trigger,intelligence_na_rationale,validation_profile_codes_V_Z_C_D_E,validation_summary_for_cmm_c_platform,source_notes
3.7.2,MA.L2-3.7.2,MA,Maintenance,"Provide controls on the tools, techniques, mechanisms, and personnel for maintenance",5,Maintenance,hybrid_technical,yes,no,yes,PARTIAL,policy/local-admins.txt|network/firewall-rules-summary.txt|host/services-remote.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,maintenance_log,yes,maintenance_log=Per maintenance event,implemented,Governance_manifest,annual,yes,yes,maintenance_log,Examiner will ask: who is authorized to perform maintenance? How do you verify they are authorized before giving access?,Unauthorized person performs maintenance without documented approval,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.7.3,MA.L2-3.7.3,MA,Maintenance,Ensure equipment removed for off-site maintenance is sanitized,1,Maintenance,hybrid_governance,yes,yes,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,maintenance_log|change_log,yes,maintenance_log=Per maintenance event; change_log=Per change request/approval/implementation,partial,Governance_manifest,per_event,yes,yes,media_destruction,Examiner will ask: what happens when you retire a hard drive or VM disk? Can you show me records of the last 3 sanitizations? NIST 800-88 method must be documented.,Device disposed of without sanitization record or certificate of destruction,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.7.4,MA.L2-3.7.4,MA,Maintenance,Check media containing diagnostic programs for malicious code,3,Maintenance,hybrid_governance,yes,yes,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,maintenance_log|change_log,yes,maintenance_log=Per maintenance event; change_log=Per change request/approval/implementation,partial,OS_collector|Governance_manifest,annual,yes,yes,baseline_config,Examiner will ask: what tools can be used for maintenance? Is there an approved list? Will check if unauthorized remote access tools are installed.,"Unauthorized remote access tool found installed (TeamViewer, AnyDesk, etc.)",,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.7.5,MA.L2-3.7.5,MA,Maintenance,Require MFA to establish remote maintenance sessions,5,Maintenance,hybrid_technical,yes,no,yes,PARTIAL,network/rdp-policy.txt|network/rdp-tcp.txt|policy/local-remote-desktop-users.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,yes,azure_entra_7_only,governance_package_heavy,maintenance_log,yes,maintenance_log=Per maintenance event,implemented,OS_collector,continuous,no,yes,maintenance_log,Examiner will ask to see records of remote maintenance sessions. Will verify sessions are authenticated and logged.,Remote maintenance session conducted without VPN or without logging,,V+Z+D+E,Windows collector + validator (event-driven; schedule per org) · Azure CLI / Entra export (export_azure_evidence.sh; monthly + on change) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.7.6,MA.L2-3.7.6,MA,Maintenance,Supervise maintenance activities of personnel without required access authorization,3,Maintenance,pure_governance,no,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,maintenance_log,yes,maintenance_log=Per maintenance event,partial,Governance_manifest,per_event,yes,yes,personnel_screening,Examiner will ask: are maintenance personnel screened? Can you show documentation? Are they supervised when performing maintenance on CUI systems?,Maintenance performed by unscreened third-party without supervision,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.8.1,MP.L2-3.8.1,MP,Media Protection,"Protect system media containing CUI, both paper and digital",3,Media Protection,hybrid_technical,yes,no,yes,PARTIAL,storage/bitlocker-status.txt|storage/removable-storage-policies.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,media_access,yes,media_access=Per removable media use/exception approval,partial,OS_collector|Governance_manifest,annual,yes,no,,Examiner will ask: how do you protect CUI on physical media? Can CUI be copied to USB? How do you label physical media containing CUI?,USB policy changed allowing storage devices or physical media found without CUI marking,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.8.2,MP.L2-3.8.2,MP,Media Protection,Limit access to CUI on system media to authorized users,1,Media Protection,hybrid_technical,yes,no,yes,PARTIAL,storage/bitlocker-status.txt|policy/local-accounts.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,media_access,yes,media_access=Per removable media use/exception approval,implemented,OS_collector,continuous,no,no,,Examiner will check file permissions on CUI storage locations. Will verify non-authorized users cannot access CUI directories.,File permissions changed allowing unauthorized access to CUI storage,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.8.3,MP.L2-3.8.3,MP,Media Protection,Sanitize or destroy system media before disposal or reuse,5,Media Protection,hybrid_governance,yes,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,media_access,yes,media_access=Per removable media use/exception approval,partial,Governance_manifest,per_event,yes,yes,media_destruction,Examiner will ask for sanitization records. Will check that the method meets NIST 800-88 requirements for the media type. Common finding: no records kept.,Sanitization performed without documentation or wrong NIST 800-88 method for media type,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.8.4,MP.L2-3.8.4,MP,Media Protection,Mark media with necessary CUI markings and distribution limitations,1,Media Protection,hybrid_governance,yes,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,media_access,yes,media_access=Per removable media use/exception approval,partial,Governance_manifest,annual,yes,no,,Examiner will look at actual files and ask: are they marked as CUI? Will check email practices. Will ask users how they mark CUI documents.,CUI documents found without proper CUI marking in file names or headers,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.8.5,MP.L2-3.8.5,MP,Media Protection,Control access to media containing CUI during transport,1,Media Protection,hybrid_technical,yes,no,yes,PARTIAL,storage/bitlocker-status.txt|crypto/fips.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,media_destruction,yes,media_destruction=Per sanitization/destruction event,partial,Governance_manifest,per_event,yes,yes,media_access,Examiner will ask: do you ever transport physical media containing CUI? If yes — is it encrypted? Is there a chain of custody record?,Physical CUI media transported without chain of custody documentation,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.8.6,MP.L2-3.8.6,MP,Media Protection,Implement cryptographic mechanisms to protect CUI during transport,3,Media Protection,pure_technical,no,no,yes,STRONG,storage/bitlocker-status.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,ssp_reference_primary,media_destruction,yes,media_destruction=Per sanitization/destruction event,implemented,OS_collector,continuous,no,no,,Examiner will check USB storage GPO setting. Will attempt to plug in a USB drive (if permitted during assessment) to verify it is blocked.,USB storage policy GPO changed to allow removable storage,,V+E,Windows collector + validator (event-driven; schedule per org) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.8.7,MP.L2-3.8.7,MP,Media Protection,Control the use of removable media on system components,5,Media Protection,pure_technical,no,no,yes,STRONG,storage/removable-storage-policies.txt|storage/usbstor.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,ssp_reference_primary,media_destruction,yes,media_destruction=Per sanitization/destruction event,partial,OS_collector|Governance_manifest,annual,yes,no,,Examiner will ask: is there any removable media in use? If so — how is it encrypted? Is there an approved list of authorized devices?,Approved removable media device found without encryption or not on authorized device list,,V+E,Windows collector + validator (event-driven; schedule per org) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.8.8,MP.L2-3.8.8,MP,Media Protection,Prohibit the use of portable storage without identifiable owner,1,Media Protection,hybrid_technical,yes,no,yes,PARTIAL,storage/removable-storage-policies.txt|policy/secpol.cfg,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,media_destruction,yes,media_destruction=Per sanitization/destruction event,implemented,OS_collector,continuous,no,no,,Examiner will look for any shared drives accessible by unauthorized users or without authentication.,New network share created with anonymous or broad read access on CUI data,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.8.9,MP.L2-3.8.9,MP,Media Protection,Protect the backup copies of CUI,3,Media Protection,hybrid_governance,yes,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,media_destruction,yes,media_destruction=Per sanitization/destruction event,implemented,Azure_Gov_FedRAMP_or_Entra|Governance_manifest,annual,yes,no,,Examiner will ask: how are backups protected? Can someone access a backup and extract CUI without authorization? Will check encryption and access controls on backup storage.,Azure Backup encryption disabled or backup access permissions broadened,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.9.1,PS.L2-3.9.1,PS,Personnel Security,Screen individuals prior to authorizing access to organizational systems containing CUI,3,Personnel Security,pure_governance,no,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,personnel_screening,yes,personnel_screening=Per onboarding event,partial,Governance_manifest,per_event,yes,yes,personnel_screening,Examiner will cross-reference the user access list against the screening register. Any authorized user without a screening record is a finding. Will ask about contractor screening requirements.,User granted CUI access without completed screening record on file,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.9.2,PS.L2-3.9.2,PS,Personnel Security,Ensure CUI is protected during and after personnel actions (termination/transfer),3,Personnel Security,pure_governance,no,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,termination,yes,termination=Per offboarding event (same-day recommended),partial,OS_collector|Governance_manifest,per_event,yes,yes,termination,Examiner will ask: what happens when someone leaves? Can you show me the last 3 terminations? A former employee account still active is a critical finding.,Former employee account found active after termination date,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.10.1,PE.L2-3.10.1,PE,Physical Protection,Limit physical access to authorized individuals,3,Physical Protection,pure_technical,no,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,yes,no,fedramp_pe_inheritance_only,ssp_reference_primary,facility_access,yes,facility_access=Continuous via badge system; reviewed monthly,inherited,Azure_Gov_FedRAMP_or_Entra,annual,no,yes,control_monitoring,Examiner will accept Azure Government FedRAMP package as evidence for all PE controls. Will ask: are you using Azure Government? Is the FedRAMP authorization current?,Azure Government FedRAMP authorization lapses or MacTech migrates infrastructure off Azure Government,Azure Government FedRAMP High authorization (Agency ATO). Physical security of infrastructure is Microsoft's responsibility under the shared responsibility model.,C+E,FedRAMP physical inheritance (3.10.1–3.10.5) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.10.2,PE.L2-3.10.2,PE,Physical Protection,Protect and monitor the physical facility and support infrastructure,3,Physical Protection,pure_technical,no,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,yes,no,fedramp_pe_inheritance_only,ssp_reference_primary,facility_access,yes,facility_access=Continuous via badge system; reviewed monthly,inherited,Azure_Gov_FedRAMP_or_Entra,annual,no,yes,control_monitoring,See 3.10.1.,Azure Government FedRAMP authorization lapses,"Azure Government FedRAMP High. Physical access control devices (badge readers, mantrap, biometrics) managed by Microsoft.",C+E,FedRAMP physical inheritance (3.10.1–3.10.5) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.10.3,PE.L2-3.10.3,PE,Physical Protection,Escort visitors and monitor visitor activity,3,Physical Protection,pure_technical,no,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,yes,no,fedramp_pe_inheritance_only,ssp_reference_primary,visitor_log,yes,visitor_log=Per visitor entry,partial,Azure_Gov_FedRAMP_or_Entra|Governance_manifest,per_event,yes,yes,visitor_log,Examiner will ask: can visitors access areas where CUI endpoints are located? Is there a visitor log? Azure datacenter visits are covered by FedRAMP.,Visitor accesses area with CUI endpoints without escort or log entry,Azure datacenter: fully inherited. Customer office/endpoint locations: MAC-SOP-249 required.,C+E,FedRAMP physical inheritance (3.10.1–3.10.5) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.10.4,PE.L2-3.10.4,PE,Physical Protection,Maintain audit logs of physical access,1,Physical Protection,pure_technical,no,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,yes,no,fedramp_pe_inheritance_only,ssp_reference_primary,visitor_log|facility_access,yes,visitor_log=Per visitor entry; facility_access=Continuous via badge system; reviewed monthly,inherited,Azure_Gov_FedRAMP_or_Entra,annual,no,yes,control_monitoring,See 3.10.1.,Azure Government FedRAMP authorization lapses,Azure Government FedRAMP High. Physical access logs maintained by Microsoft.,C+E,FedRAMP physical inheritance (3.10.1–3.10.5) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.10.5,PE.L2-3.10.5,PE,Physical Protection,Control and manage physical access devices,5,Physical Protection,pure_technical,no,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,yes,no,fedramp_pe_inheritance_only,ssp_reference_primary,visitor_log|facility_access,yes,visitor_log=Per visitor entry; facility_access=Continuous via badge system; reviewed monthly,inherited,Azure_Gov_FedRAMP_or_Entra,annual,no,yes,control_monitoring,See 3.10.1.,Azure Government FedRAMP authorization lapses,Azure Government FedRAMP High. Physical monitoring systems managed by Microsoft.,C+E,FedRAMP physical inheritance (3.10.1–3.10.5) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.10.6,PE.L2-3.10.6,PE,Physical Protection,Enforce safeguarding measures for CUI at alternate work sites,3,Physical Protection,hybrid_governance,yes,yes,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,facility_access,yes,facility_access=Continuous via badge system; reviewed monthly,partial,Governance_manifest,annual,yes,yes,access_authorization,Examiner will ask: do you have remote workers? What security requirements do they follow at home? Will ask for the remote work policy and signed acknowledgments.,Remote worker accessing CUI from unapproved location or without signed acknowledgment,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.11.1,RA.L2-3.11.1,RA,Risk Assessment,Periodically assess risk to organizational operations and assets,3,Risk Assessment,pure_governance,no,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,risk_register,yes,risk_register=Monthly/quarterly updates + after major events,partial,Governance_manifest,annual,yes,yes,risk_register,Examiner will ask for the most recent risk assessment. Will check the date — must be within 12 months. Will review methodology. A missing or outdated risk assessment is a common finding.,Risk assessment not updated in 12 months or no formal risk assessment on file,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.11.2,RA.L2-3.11.2,RA,Risk Assessment,Scan for vulnerabilities in organizational systems and applications,5,Risk Assessment,hybrid_technical,yes,no,yes,PARTIAL,defender/defender-status.txt|host/hotfixes.txt|host/windows-update-services.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,risk_register|vuln_remediation,yes,risk_register=Monthly/quarterly updates + after major events; vuln_remediation=Continuous + patch/vuln cycle,partial,OS_collector|Azure_Gov_FedRAMP_or_Entra|Governance_manifest,monthly,yes,yes,vuln_remediation,Examiner will ask: how often do you scan for vulnerabilities? Can you show me the last scan results? How do you track remediation? High/Critical CVEs must have remediation timelines.,Vulnerability scan not performed in 30 days or Critical CVE open > 15 days without documented exception,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.11.3,RA.L2-3.11.3,RA,Risk Assessment,Remediate vulnerabilities in accordance with assessments of risk,3,Risk Assessment,hybrid_technical,yes,no,yes,PARTIAL,host/hotfixes.txt|defender/defender-scan-ages.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,risk_register,yes,risk_register=Monthly/quarterly updates + after major events,partial,OS_collector|Azure_Gov_FedRAMP_or_Entra|Governance_manifest,per_event,yes,yes,vuln_remediation,Examiner will count: how many open vulnerabilities do you have? How old is the oldest one? Will look for Critical/High CVEs with no remediation plan.,Critical or High CVE open beyond remediation timeline without approved exception,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.12.1,CA.L2-3.12.1,CA,Security Assessment,Periodically assess the security controls in organizational systems,3,Security Assessment,pure_governance,no,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,assessment_findings|control_monitoring,yes,assessment_findings=Per assessment + retests; control_monitoring=Weekly/monthly attestations + automated checks,partial,Governance_manifest,annual,yes,yes,assessment_findings,Examiner will ask: when did you last assess your security controls? Who conducted it? What did you find? Will look for assessment report and resulting POA&M items.,Annual assessment not conducted or assessment report not available,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.12.2,CA.L2-3.12.2,CA,Security Assessment,Develop and implement plans of action to correct deficiencies,3,Security Assessment,pure_governance,no,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,poam,yes,poam=Weekly/biweekly updates until closure,implemented,Governance_manifest,ongoing,yes,yes,poam,Examiner will ask to see the POA&M. Will check: are all known gaps listed? Do items have realistic timelines? Are items being closed? An empty POA&M when gaps exist is suspicious.,Known gap not in POA&M or POA&M items with no milestones or past-due without update,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.12.3,CA.L2-3.12.3,CA,Security Assessment,Monitor security controls on an ongoing basis,3,Security Assessment,pure_governance,no,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,assessment_findings|control_monitoring,yes,assessment_findings=Per assessment + retests; control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector|Azure_Gov_FedRAMP_or_Entra,continuous,no,yes,control_monitoring,"Examiner will ask: how do you know your controls are still working? What is your ConMon strategy? Will look for evidence of ongoing monitoring, not just a one-time setup.",OS collector not run in 30+ days or ConMon activity log shows no activity,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.12.4,CA.L2-3.12.4,CA,Security Assessment,"Develop, document, and periodically update system security plans",5,Security Assessment,pure_governance,no,no,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,policy_review,yes,policy_review=Annually + after major changes/incidents,partial,Governance_manifest,annual,yes,yes,policy_review,Examiner will read the SSP. Will check: does it accurately describe the current system? Are the personnel contacts current? Is the boundary statement accurate? SSP is the first document reviewed.,SSP not updated after significant system change or personnel change,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.1,SC.L2-3.13.1,SC,System and Communications Protection,"Monitor, control, and protect communications at external boundaries",3,System and Communications Protection,pure_technical,no,no,yes,STRONG,network/firewall.txt|network/firewall-rules-summary.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,ssp_reference_primary,control_monitoring,yes,control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector,continuous,no,no,,Examiner will review firewall rules looking for overly permissive rules. Will check if NSG deny-by-default posture is maintained.,New inbound firewall rule created without documented business justification,,V+E,Windows collector + validator (event-driven; schedule per org) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.2,SC.L2-3.13.2,SC,System and Communications Protection,Employ architectural designs to separate CUI from non-CUI,5,System and Communications Protection,hybrid_technical,yes,no,yes,PARTIAL,network/listening-ports.txt|network/firewall-rules-summary.txt|meta/manifest.json,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,control_monitoring,yes,control_monitoring=Weekly/monthly attestations + automated checks,implemented,Governance_manifest,annual,yes,no,,Examiner will look at the system architecture. Will ask: how was security considered in the design? Will review MAC-IT-301 for evidence of security engineering principles.,Significant architecture change made without security review documentation,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
